"cod_tara","an","valoare","indicator"
"IT",2007,1.12,"cheltuieli_cd_rap_la_pib"
"IT",2008,1.16,"cheltuieli_cd_rap_la_pib"
"IT",2009,1.21,"cheltuieli_cd_rap_la_pib"
"IT",2010,1.21,"cheltuieli_cd_rap_la_pib"
"IT",2011,1.2,"cheltuieli_cd_rap_la_pib"
"IT",2012,1.26,"cheltuieli_cd_rap_la_pib"
"IT",2013,1.29,"cheltuieli_cd_rap_la_pib"
"IT",2014,1.33,"cheltuieli_cd_rap_la_pib"
"IT",2015,1.33,"cheltuieli_cd_rap_la_pib"
"IT",2016,1.36,"cheltuieli_cd_rap_la_pib"
"IT",2017,1.36,"cheltuieli_cd_rap_la_pib"
"IT",2018,1.42,"cheltuieli_cd_rap_la_pib"
"IT",2019,1.46,"cheltuieli_cd_rap_la_pib"
"IT",2020,1.5,"cheltuieli_cd_rap_la_pib"
"IT",2021,1.41,"cheltuieli_cd_rap_la_pib"
"IT",2022,1.37,"cheltuieli_cd_rap_la_pib"
"IT",2023,1.37,"cheltuieli_cd_rap_la_pib"
"IT",2024,1.38,"cheltuieli_cd_rap_la_pib"
"LT",2000,0.58,"cheltuieli_cd_rap_la_pib"
"LT",2001,0.67,"cheltuieli_cd_rap_la_pib"
"LT",2002,0.66,"cheltuieli_cd_rap_la_pib"
"LT",2003,0.66,"cheltuieli_cd_rap_la_pib"
"LT",2004,0.75,"cheltuieli_cd_rap_la_pib"
"LT",2005,0.75,"cheltuieli_cd_rap_la_pib"
"LT",2006,0.79,"cheltuieli_cd_rap_la_pib"
"LT",2007,0.8,"cheltuieli_cd_rap_la_pib"
"LT",2008,0.79,"cheltuieli_cd_rap_la_pib"
"LT",2009,0.83,"cheltuieli_cd_rap_la_pib"
"LT",2010,0.79,"cheltuieli_cd_rap_la_pib"
"LT",2011,0.91,"cheltuieli_cd_rap_la_pib"
"LT",2012,0.9,"cheltuieli_cd_rap_la_pib"
"LT",2013,0.95,"cheltuieli_cd_rap_la_pib"
"LT",2014,1.03,"cheltuieli_cd_rap_la_pib"
"LT",2015,1.04,"cheltuieli_cd_rap_la_pib"
"LT",2016,0.84,"cheltuieli_cd_rap_la_pib"
"LT",2017,0.9,"cheltuieli_cd_rap_la_pib"
"LT",2018,0.93,"cheltuieli_cd_rap_la_pib"
"LT",2019,0.99,"cheltuieli_cd_rap_la_pib"
"LT",2020,1.12,"cheltuieli_cd_rap_la_pib"
"LT",2021,1.1,"cheltuieli_cd_rap_la_pib"
"LT",2022,1.06,"cheltuieli_cd_rap_la_pib"
"LT",2023,1.04,"cheltuieli_cd_rap_la_pib"
"LT",2024,1.04,"cheltuieli_cd_rap_la_pib"
"LV",2000,0.45,"cheltuieli_cd_rap_la_pib"
"LV",2001,0.41,"cheltuieli_cd_rap_la_pib"
"LV",2002,0.42,"cheltuieli_cd_rap_la_pib"
"LV",2003,0.38,"cheltuieli_cd_rap_la_pib"
"LV",2004,0.42,"cheltuieli_cd_rap_la_pib"
"LV",2005,0.55,"cheltuieli_cd_rap_la_pib"
"LV",2006,0.68,"cheltuieli_cd_rap_la_pib"
"LV",2007,0.58,"cheltuieli_cd_rap_la_pib"
"LV",2008,0.61,"cheltuieli_cd_rap_la_pib"
"LV",2009,0.46,"cheltuieli_cd_rap_la_pib"
"LV",2010,0.62,"cheltuieli_cd_rap_la_pib"
"LV",2011,0.74,"cheltuieli_cd_rap_la_pib"
"LV",2012,0.69,"cheltuieli_cd_rap_la_pib"
"LV",2013,0.64,"cheltuieli_cd_rap_la_pib"
"LV",2014,0.71,"cheltuieli_cd_rap_la_pib"
"LV",2015,0.64,"cheltuieli_cd_rap_la_pib"
"LV",2016,0.45,"cheltuieli_cd_rap_la_pib"
"LV",2017,0.53,"cheltuieli_cd_rap_la_pib"
"LV",2018,0.66,"cheltuieli_cd_rap_la_pib"
"LV",2019,0.66,"cheltuieli_cd_rap_la_pib"
"LV",2020,0.76,"cheltuieli_cd_rap_la_pib"
"LV",2021,0.77,"cheltuieli_cd_rap_la_pib"
"LV",2022,0.81,"cheltuieli_cd_rap_la_pib"
"LV",2023,0.82,"cheltuieli_cd_rap_la_pib"
"LV",2024,0.92,"cheltuieli_cd_rap_la_pib"
"NL",2000,1.79,"cheltuieli_cd_rap_la_pib"
"NL",2001,1.79,"cheltuieli_cd_rap_la_pib"
"NL",2002,1.74,"cheltuieli_cd_rap_la_pib"
"NL",2003,1.78,"cheltuieli_cd_rap_la_pib"
"NL",2004,1.78,"cheltuieli_cd_rap_la_pib"
"NL",2005,1.77,"cheltuieli_cd_rap_la_pib"
"NL",2006,1.73,"cheltuieli_cd_rap_la_pib"
"NL",2007,1.66,"cheltuieli_cd_rap_la_pib"
"NL",2008,1.61,"cheltuieli_cd_rap_la_pib"
"NL",2009,1.65,"cheltuieli_cd_rap_la_pib"
"NL",2010,1.69,"cheltuieli_cd_rap_la_pib"
"NL",2011,1.87,"cheltuieli_cd_rap_la_pib"
"NL",2012,1.9,"cheltuieli_cd_rap_la_pib"
"NL",2013,2.14,"cheltuieli_cd_rap_la_pib"
"NL",2014,2.15,"cheltuieli_cd_rap_la_pib"
"NL",2015,2.12,"cheltuieli_cd_rap_la_pib"
"NL",2016,2.12,"cheltuieli_cd_rap_la_pib"
"NL",2017,2.14,"cheltuieli_cd_rap_la_pib"
"NL",2018,2.1,"cheltuieli_cd_rap_la_pib"
"NL",2019,2.14,"cheltuieli_cd_rap_la_pib"
"NL",2020,2.27,"cheltuieli_cd_rap_la_pib"
"NL",2021,2.22,"cheltuieli_cd_rap_la_pib"
