STRUCTURE,STRUCTURE_ID,freq,sectperf,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SI,2014,2.39,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SI,2015,2.22,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SI,2016,2.03,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SI,2017,1.88,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SI,2018,1.96,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SI,2019,2.06,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SI,2020,2.16,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SI,2021,2.14,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SI,2022,2.1,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SI,2023,2.13,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SI,2024,2.16,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SK,2010,0.61,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SK,2011,0.65,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SK,2012,0.79,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SK,2013,0.82,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SK,2014,0.87,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SK,2015,1.15,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SK,2016,0.79,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SK,2017,0.88,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SK,2018,0.83,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SK,2019,0.82,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SK,2020,0.89,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SK,2021,0.9,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SK,2022,0.98,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SK,2023,1.04,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,SK,2024,0.98,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,TR,2010,0.79,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,TR,2011,0.79,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,TR,2012,0.82,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,TR,2013,0.81,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,TR,2014,0.85,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,TR,2015,0.97,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,TR,2016,1.12,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,TR,2017,1.17,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,TR,2018,1.26,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,TR,2019,1.29,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,TR,2020,1.34,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,TR,2021,1.37,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,TR,2022,1.3,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,TR,2023,1.39,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,TR,2024,1.46,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,UK,2010,1.64,e,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,UK,2011,1.65,b,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,UK,2012,1.58,e,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,UK,2013,1.62,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,UK,2014,1.64,e,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,UK,2015,1.65,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,UK,2016,1.66,e,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,UK,2017,1.68,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,UK,2018,1.73,,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,UK,2019,1.76,p,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,US,2010,2.71,d,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,US,2011,2.74,d,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,US,2012,2.67,d,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,US,2013,2.7,d,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,US,2014,2.71,d,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,US,2015,2.77,bd,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,US,2016,2.84,bd,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,US,2017,2.88,d,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,US,2018,2.99,d,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,US,2019,3.14,d,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,US,2020,3.41,d,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,US,2021,3.46,bd,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,US,2022,3.48,d,
dataflow,ESTAT:RD_E_GERDTOT(1.0),A,TOTAL,PC_GDP,US,2023,3.44,bd,
