STRUCTURE,STRUCTURE_ID,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RO,2024,4.0,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RS,2010,0.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RS,2011,0.3,b,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RS,2012,0.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RS,2013,0.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RS,2014,0.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RS,2015,0.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RS,2016,0.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RS,2017,0.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RS,2018,0.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RS,2019,0.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RS,2020,0.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RS,2021,0.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RS,2022,-16.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RS,2023,0.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RS,2024,0.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RU,2010,8.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,RU,2011,2.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SE,2010,5.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SE,2011,4.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SE,2012,5.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SE,2013,6.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SE,2014,7.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SE,2015,8.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SE,2016,11.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SE,2017,10.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SE,2018,8.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SE,2019,7.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SE,2020,3.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SE,2021,4.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SE,2022,5.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SE,2023,2.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SE,2024,2.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SI,2010,-0.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SI,2011,1.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SI,2012,0.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SI,2013,0.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SI,2014,-0.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SI,2015,0.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SI,2016,0.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SI,2017,0.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SI,2018,7.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SI,2019,7.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SI,2020,8.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SI,2021,1.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SI,2022,6.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SI,2023,5.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SI,2024,5.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SK,2010,-0.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SK,2011,0.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SK,2012,0.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SK,2013,0.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SK,2014,0.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SK,2015,0.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SK,2016,0.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SK,2017,0.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SK,2018,0.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SK,2019,0.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SK,2020,0.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SK,2021,-1.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SK,2022,0.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SK,2023,0.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SK,2024,0.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SM,2011,43.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SM,2012,3.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SM,2013,-33.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SM,2014,6.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SM,2015,5.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SM,2016,5.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SM,2017,38.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SM,2018,4.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SM,2019,4.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SM,2021,-29.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,SM,2022,5.1,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,TR,2010,3.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,TR,2011,1.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,TR,2012,0.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,TR,2013,1.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,TR,2014,1.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,TR,2015,1.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,TR,2016,2.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,TR,2017,1.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,TR,2018,4.6,bep,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,TR,2019,4.9,be,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,TR,2020,-1.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,TR,2021,6.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,TR,2022,0.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,TR,2023,-4.0,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,TR,2024,-1.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,UA,2010,0.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,UA,2011,0.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,UA,2012,1.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,UA,2013,0.7,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,UA,2015,0.3,b,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,UA,2016,0.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,UA,2017,0.3,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,UA,2018,0.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,UA,2019,0.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,UA,2020,0.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,UK,2010,4.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,UK,2011,3.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,UK,2012,2.6,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,UK,2013,3.8,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,UK,2014,4.6,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,UK,2015,5.4,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,UK,2016,4.4,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,UK,2017,4.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,UK,2018,3.9,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,UK,2019,4.0,p,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,XK,2010,-220.1,b,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,XK,2011,-19.4,b,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,XK,2012,8.4,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,XK,2013,-9.4,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,XK,2014,-18.7,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,XK,2015,-27.8,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,XK,2016,-1.7,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,XK,2017,0.2,e,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,XK,2018,-9.2,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,XK,2019,-14.5,,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,XK,2020,1.6,p,
dataflow,ESTAT:DEMO_GIND(1.0),A,CNMIGRATRT,XK,2021,-19.1,,
