STRUCTURE,STRUCTURE_ID,freq,currency,estruct,ecase,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,AT,2010,25770.16,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,AT,2011,26375.67,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,AT,2012,26893.06,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,AT,2013,27520.54,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,AT,2014,27965.34,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,AT,2015,28524.14,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,AT,2016,30601.53,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,AT,2017,31083.14,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,AT,2018,31640.93,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,AT,2019,32325.12,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,AT,2020,33032.37,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,AT,2021,33712.2,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,AT,2022,36075.61,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,AT,2023,38375.91,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,AT,2024,41747.41,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BE,2010,24873.45,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BE,2011,25519.86,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BE,2012,26287.51,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BE,2013,26609.37,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BE,2014,26775.94,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BE,2015,26953.59,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BE,2016,27574.37,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BE,2017,28238.77,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BE,2018,29240.96,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BE,2019,30188.71,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BE,2020,30539.81,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BE,2021,31063.95,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BE,2022,32889.21,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BE,2023,35438.98,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BE,2024,36672.38,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BG,2010,6263.14,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BG,2011,6642.77,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BG,2012,7037.85,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BG,2013,7428.24,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BG,2014,7889.17,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BG,2015,8486.5,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BG,2016,9170.85,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BG,2017,10038.61,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BG,2018,10653.43,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BG,2019,11916.72,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BG,2020,12933.26,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BG,2021,14583.77,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BG,2022,16759.62,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BG,2023,19343.63,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,BG,2024,21658.33,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CH,2010,50916.25,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CH,2011,57462.6,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CH,2012,61358.26,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CH,2013,60707.22,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CH,2014,59338.83,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CH,2015,67296.39,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CH,2016,67704.82,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CH,2017,66629.09,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CH,2018,64808.97,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CH,2019,68324.09,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CH,2020,72035.35,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CH,2021,73724.38,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CH,2022,78452.97,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CH,2023,82060.07,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CH,2024,85631.07,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CY,2014,19096.46,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CY,2017,19531.22,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CY,2018,20026.89,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CY,2019,20282.76,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CY,2020,20056.8,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CY,2021,20459.03,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CY,2022,22006.36,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CY,2023,23476.75,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CY,2024,24230,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CZ,2010,8832.96,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CZ,2011,9257.22,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CZ,2012,9311.44,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CZ,2013,8973.79,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CZ,2014,8694.95,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CZ,2015,9017.25,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CZ,2016,9446.75,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CZ,2017,10263.3,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CZ,2018,11256.33,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CZ,2019,11992.68,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CZ,2020,11974.4,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CZ,2021,13969.74,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CZ,2022,15703.05,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CZ,2023,17265.6,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,CZ,2024,17290.99,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DE,2010,25374.06,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DE,2011,26088.04,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DE,2012,26729.62,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DE,2013,27171.02,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DE,2014,27791.42,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DE,2015,28410.71,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DE,2016,28986.32,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DE,2017,29468.63,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DE,2018,30419.87,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DE,2019,31486.26,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DE,2020,31292.95,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DE,2021,32850.2,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DE,2022,35596.73,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DE,2023,37908.41,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DE,2024,39594.13,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DK,2010,32349.16,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DK,2011,33153.43,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DK,2012,33617.32,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DK,2013,33873.44,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DK,2014,34330.38,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DK,2015,34689.46,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DK,2016,35021.65,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DK,2017,35558.92,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DK,2018,36307.24,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DK,2019,37133.59,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DK,2020,37878.85,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DK,2021,39315.61,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DK,2022,40710.04,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DK,2023,42357.77,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,DK,2024,43912.73,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,EE,2010,7820.19,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,EE,2011,8324.26,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,EE,2012,8812.65,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,EE,2013,9445.7,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,EE,2014,9914.95,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,EE,2015,10638.42,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,EE,2016,11454.71,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,EE,2017,12233.44,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,EE,2018,13437.69,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,EE,2019,14169.6,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,EE,2020,14444.62,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,EE,2021,15300.44,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,EE,2022,16472.09,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,EE,2023,18141.98,,
dataflow,ESTAT:EARN_NT_NET(1.0),A,EUR,NET,P1_NCH_AW100,EE,2024,19022.58,,
