STRUCTURE,STRUCTURE_ID,freq,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SE,2011,7.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SE,2012,7.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SE,2013,7.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SE,2014,7.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SE,2015,6.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SE,2016,6.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SE,2017,6.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SE,2018,5.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SE,2019,6.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SE,2020,7.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SE,2021,7.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SE,2022,6.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SE,2023,6.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SE,2024,7.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SE,2025,7.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SI,2009,5.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SI,2010,7.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SI,2011,8.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SI,2012,8.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SI,2013,10.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SI,2014,9.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SI,2015,9.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SI,2016,8.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SI,2017,6.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SI,2018,5.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SI,2019,4.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SI,2020,5.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SI,2021,4.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SI,2022,3.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SI,2023,3.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SI,2024,3.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SI,2025,3.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SK,2009,11.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SK,2010,13.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SK,2011,13.1,b,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SK,2012,13.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SK,2013,13.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SK,2014,12.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SK,2015,11.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SK,2016,9.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SK,2017,7.9,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SK,2018,6.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SK,2019,5.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SK,2020,6.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SK,2021,6.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SK,2022,6.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SK,2023,5.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SK,2024,5.1,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,SK,2025,5.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,TR,2009,12.2,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,TR,2010,10.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,TR,2011,8.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,TR,2012,8.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,TR,2013,8.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,TR,2014,9.7,b,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,TR,2015,10.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,TR,2016,10.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,TR,2017,10.7,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,TR,2018,10.8,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,TR,2019,13.5,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,TR,2020,13.0,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,TR,2021,11.9,b,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,TR,2022,10.4,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,TR,2023,9.3,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,TR,2024,8.6,,
dataflow,ESTAT:UNE_RT_A(1.0),A,Y20-64,PC_ACT,T,TR,2025,8.3,,
